"Id","activity_date","total_steps","total_distance","calories","very_active_min","fairly_active_min","lightly_active_min","sedentary_min","total_minutes","pct_intense_activity"
2320127002,"5/1/2016",772,0.519999980926514,1403,0,0,40,1400,1440,0.0
2320127002,"5/10/2016",6227,4.19999980926514,1899,0,0,290,1150,1440,0.0
2320127002,"5/11/2016",6424,4.32999992370605,1903,0,0,300,1140,1440,0.0
2320127002,"5/12/2016",2661,1.78999996185303,1125,0,0,128,830,958,0.0
2320127002,"5/2/2016",3634,2.45000004768372,1613,5,6,123,1306,1440,8.2
2320127002,"5/3/2016",7443,5.01999998092651,1878,20,10,206,1204,1440,12.7
2320127002,"5/4/2016",1201,0.810000002384186,1426,0,0,52,1388,1440,0.0
2320127002,"5/5/2016",5202,3.50999999046326,1780,0,11,223,1206,1440,4.7
2320127002,"5/6/2016",4878,3.28999996185303,1742,0,0,204,1236,1440,0.0
2320127002,"5/7/2016",7379,4.96999979019165,1972,0,0,319,1121,1440,0.0
2320127002,"5/8/2016",5161,3.48000001907349,1821,0,0,247,1193,1440,0.0
2320127002,"5/9/2016",3090,2.07999992370605,1630,0,0,145,1295,1440,0.0
2347167796,"3/29/2016",10272,6.78999996185303,2041,2,58,208,700,968,22.4
2347167796,"3/30/2016",10533,7.09999990463257,2187,21,35,255,615,926,18.0
2347167796,"3/31/2016",6760,4.46999979019165,1929,0,0,250,613,863,0.0
2347167796,"4/1/2016",8328,5.51000022888184,1935,0,33,212,804,1049,13.5
2347167796,"4/10/2016",10078,6.82999992370605,2164,12,3,303,463,781,4.7
2347167796,"4/11/2016",10001,6.6100001335144,2009,5,52,196,788,1041,22.5
2347167796,"4/12/2016",10113,6.82999992370605,2344,28,13,320,964,1325,11.4
2347167796,"4/13/2016",10352,7.01000022888184,2038,19,32,195,676,922,20.7
2347167796,"4/14/2016",10129,6.69999980926514,2010,1,48,206,705,960,19.2
2347167796,"4/15/2016",10465,6.92000007629395,2133,1,24,284,720,1029,8.1
2347167796,"4/16/2016",22244,15.0799999237061,2670,66,72,268,968,1374,34.0
2347167796,"4/17/2016",5472,3.61999988555908,1882,1,7,249,508,765,3.1
2347167796,"4/18/2016",8247,5.44999980926514,1944,11,16,206,678,911,11.6
2347167796,"4/19/2016",6711,4.44000005722046,2346,0,7,382,648,1037,1.8
2347167796,"4/2/2016",15459,10.2200002670288,2438,51,16,327,583,977,17.0
2347167796,"4/20/2016",10999,7.26999998092651,2198,11,43,269,1011,1334,16.7
2347167796,"4/21/2016",10080,6.75,2048,23,26,208,761,1018,19.1
2347167796,"4/22/2016",7804,5.15999984741211,1946,9,27,206,781,1023,14.9
2347167796,"4/23/2016",16901,11.3699998855591,2629,32,35,360,591,1018,15.7
2347167796,"4/24/2016",9471,6.26000022888184,2187,0,0,360,584,944,0.0
2347167796,"4/25/2016",9482,6.38000011444092,2095,15,11,277,653,956,8.6
2347167796,"4/26/2016",5980,3.95000004768372,1861,0,0,227,732,959,0.0
2347167796,"4/27/2016",11423,7.57999992370605,2194,26,9,295,623,953,10.6
2347167796,"4/28/2016",5439,3.59999990463257,1854,0,0,229,764,993,0.0
2347167796,"4/3/2016",7485,4.94999980926514,2035,0,0,324,491,815,0.0
2347167796,"4/4/2016",10254,6.80000019073486,2099,21,25,231,638,915,16.6
2347167796,"4/5/2016",10114,6.82000017166138,2096,18,9,269,696,992,9.1
2347167796,"4/6/2016",11107,7.34000015258789,2058,14,46,196,759,1015,23.4
2347167796,"4/7/2016",10320,6.84999990463257,2338,15,32,315,1002,1364,13.0
2347167796,"4/8/2016",10209,6.75,2104,2,6,316,711,1035,2.5
2347167796,"4/9/2016",16081,10.6300001144409,2488,16,32,401,970,1419,10.7
2873212765,"4/1/2016",890,0.600000023841858,1335,0,0,41,1399,1440,0.0
2873212765,"4/10/2016",5290,3.54999995231628,1724,1,8,251,1180,1440,3.5
2873212765,"4/11/2016",7497,5.03999996185303,1741,0,0,357,882,1239,0.0
2873212765,"4/12/2016",8796,5.90999984741211,1982,2,21,356,1061,1440,6.1
2873212765,"4/13/2016",7618,5.11999988555908,2004,0,8,404,1028,1440,1.9
2873212765,"4/14/2016",7910,5.32000017166138,1893,0,0,331,1109,1440,0.0
2873212765,"4/15/2016",8482,5.69999980926514,2063,0,0,448,992,1440,0.0
2873212765,"4/16/2016",9685,6.65000009536743,2148,47,1,305,1087,1440,13.6
2873212765,"4/17/2016",2524,1.70000004768372,1529,0,8,160,1272,1440,4.8
2873212765,"4/18/2016",7762,5.23999977111816,1890,1,6,311,1122,1440,2.2
2873212765,"4/19/2016",7948,5.36999988555908,1956,0,0,389,1051,1440,0.0
2873212765,"4/2/2016",2214,1.49000000953674,1559,0,0,197,1243,1440,0.0
2873212765,"4/20/2016",9202,6.30000019073486,2094,22,5,378,1035,1440,6.7
2873212765,"4/21/2016",8859,5.98000001907349,1970,2,10,371,1057,1440,3.1
2873212765,"4/22/2016",7286,4.90000009536743,2241,46,0,366,1028,1440,11.2
2873212765,"4/23/2016",9317,6.34999990463257,2021,28,5,330,1077,1440,9.1
2873212765,"4/24/2016",6873,4.67999982833862,1898,46,1,190,1203,1440,19.8
2873212765,"4/25/2016",7373,4.94999980926514,1907,0,0,359,1081,1440,0.0
2873212765,"4/26/2016",8242,5.53999996185303,1882,2,5,309,1124,1440,2.2
2873212765,"4/27/2016",3516,2.35999989509583,1966,46,0,197,1197,1440,18.9
2873212765,"4/28/2016",7913,5.40999984741211,1835,28,7,213,1192,1440,14.1
2873212765,"4/29/2016",7365,4.94999980926514,1780,20,23,206,1191,1440,17.3
2873212765,"4/3/2016",7640,5.13000011444092,1845,3,15,315,1107,1440,5.4
2873212765,"4/30/2016",8452,5.67999982833862,1830,5,20,248,1167,1440,9.2
2873212765,"4/4/2016",9713,6.53000020980835,2046,6,24,355,1055,1440,7.8
2873212765,"4/5/2016",8432,5.67000007629395,1953,0,0,374,1066,1440,0.0
2873212765,"4/6/2016",7350,4.94000005722046,1910,0,0,382,1058,1440,0.0
2873212765,"4/7/2016",9353,6.30999994277954,2035,5,17,363,1055,1440,5.7
2873212765,"4/8/2016",7157,4.80999994277954,1944,0,0,380,1060,1440,0.0
2873212765,"4/9/2016",14103,9.5600004196167,2257,46,8,288,1098,1440,15.8
2873212765,"5/1/2016",7399,4.96999979019165,1739,7,18,196,1219,1440,11.3
2873212765,"5/10/2016",8275,5.55999994277954,1962,0,0,373,1067,1440,0.0
2873212765,"5/11/2016",6440,4.32999992370605,1826,0,0,319,1121,1440,0.0
2873212765,"5/12/2016",7566,5.1100001335144,1431,0,0,268,720,988,0.0
2873212765,"5/2/2016",7525,5.05999994277954,1878,0,7,334,1099,1440,2.1
2873212765,"5/3/2016",7412,4.98000001907349,1906,1,6,363,1070,1440,1.9
2873212765,"5/4/2016",8278,5.55999994277954,2015,0,0,420,1020,1440,0.0
2873212765,"5/5/2016",8314,5.6100001335144,1971,13,23,311,1093,1440,10.4
2873212765,"5/6/2016",7063,4.75,1910,0,5,370,1065,1440,1.3
2873212765,"5/7/2016",4940,3.38000011444092,1897,75,11,52,1302,1440,62.3
2873212765,"5/8/2016",8168,5.53999996185303,2096,46,0,326,1068,1440,12.4
2873212765,"5/9/2016",7726,5.19000005722046,1906,0,0,345,1095,1440,0.0
2891001357,"3/29/2016",0,0.0,1920,0,0,0,1440,1440,
2891001357,"3/30/2016",0,0.0,1920,0,0,0,1440,1440,
2891001357,"3/31/2016",0,0.0,1920,0,0,0,1440,1440,
2891001357,"4/1/2016",0,0.0,4562,0,660,0,780,1440,100.0
2891001357,"4/2/2016",4126,3.22000002861023,2881,0,0,720,720,1440,0.0
2891001357,"4/3/2016",0,0.0,1920,0,0,0,1440,1440,
2891001357,"4/4/2016",0,0.0,1920,0,0,0,1440,1440,
2891001357,"4/5/2016",2063,1.61000001430511,1144,0,0,630,99,729,0.0
3372868164,"4/1/2016",5785,3.95000004768372,1852,0,0,311,1129,1440,0.0
3372868164,"4/10/2016",4662,3.1800000667572,1276,22,4,152,735,913,14.6
3372868164,"4/12/2016",4747,3.24000000953674,1788,0,0,280,1160,1440,0.0
3372868164,"4/13/2016",9715,6.63000011444092,2093,16,8,371,1045,1440,6.1
3372868164,"4/14/2016",8844,6.03000020980835,2065,6,25,370,1039,1440,7.7
3372868164,"4/15/2016",7451,5.07999992370605,1908,0,0,335,1105,1440,0.0
3372868164,"4/16/2016",6905,4.73000001907349,1908,0,0,356,1084,1440,0.0
3372868164,"4/17/2016",8199,5.88000011444092,1964,11,2,322,1105,1440,3.9
3372868164,"4/18/2016",6798,4.6399998664856,2014,20,7,343,1070,1440,7.3
3372868164,"4/19/2016",7711,5.26000022888184,1985,0,0,376,1064,1440,0.0
3372868164,"4/2/2016",7625,5.23000001907349,2069,24,1,341,1074,1440,6.8
3372868164,"4/20/2016",4880,3.32999992370605,1867,15,3,274,1148,1440,6.2
3372868164,"4/21/2016",8857,6.07000017166138,2124,18,9,376,1037,1440,6.7
3372868164,"4/22/2016",3843,2.61999988555908,1669,0,0,206,1234,1440,0.0
3372868164,"4/23/2016",7396,5.07000017166138,1995,20,2,303,1115,1440,6.8
3372868164,"4/24/2016",6731,4.59000015258789,1921,14,7,292,1127,1440,6.7
3372868164,"4/25/2016",5995,4.09000015258789,2010,0,0,416,1024,1440,0.0
3372868164,"4/26/2016",8283,5.78999996185303,2057,22,2,333,1083,1440,6.7
3372868164,"4/27/2016",7904,5.42000007629395,2095,24,13,346,1057,1440,9.7
3372868164,"4/28/2016",5512,3.75999999046326,1972,0,0,385,1055,1440,0.0
3372868164,"4/29/2016",9135,6.23000001907349,2044,0,0,402,1038,1440,0.0
3372868164,"4/3/2016",4706,3.21000003814697,1816,0,0,299,1141,1440,0.0
3372868164,"4/30/2016",5250,3.57999992370605,1946,17,4,300,1119,1440,6.5
3372868164,"4/4/2016",5861,4.01999998092651,1878,20,7,233,1180,1440,10.4
3372868164,"4/5/2016",4460,3.03999996185303,1787,0,0,248,1192,1440,0.0
3372868164,"4/6/2016",6406,4.3899998664856,2010,17,4,325,1094,1440,6.1
3372868164,"4/7/2016",7392,5.09999990463257,2038,14,9,332,1085,1440,6.5
3372868164,"4/8/2016",5551,3.78999996185303,1815,0,0,282,1158,1440,0.0
3372868164,"4/9/2016",8827,6.25,2062,21,10,346,1063,1440,8.2
3372868164,"5/1/2016",3077,2.09999990463257,1237,0,0,172,842,1014,0.0
3977333714,"4/1/2016",4499,3.00999999046326,1288,0,0,168,842,1010,0.0
3977333714,"4/10/2016",3573,2.39000010490417,1232,15,8,99,866,988,18.9
3977333714,"4/11/2016",3108,2.14000010490417,1223,1,1,129,894,1025,1.5
3977333714,"4/12/2016",8856,5.98000001907349,1450,44,19,131,777,971,32.5
3977333714,"4/13/2016",10035,6.71000003814697,1495,31,46,153,754,984,33.5
3977333714,"4/14/2016",7641,5.1100001335144,1433,5,23,214,801,1043,11.6
3977333714,"4/15/2016",9010,6.05999994277954,1468,15,42,183,644,884,23.8
3977333714,"4/16/2016",13459,9.0,1625,31,83,153,663,930,42.7
3977333714,"4/17/2016",10415,6.96999979019165,1529,11,58,205,600,874,25.2
3977333714,"4/18/2016",11663,7.80000019073486,1584,4,95,214,605,918,31.6
3977333714,"4/19/2016",12414,8.77999973297119,1638,19,67,221,738,1045,28.0
3977333714,"4/2/2016",7618,5.09999990463257,1490,0,6,302,842,1150,1.9
3977333714,"4/20/2016",11658,7.82999992370605,1554,2,98,164,845,1109,37.9
3977333714,"4/21/2016",6093,4.07999992370605,1397,0,0,242,712,954,0.0
3977333714,"4/22/2016",8911,5.96000003814697,1481,33,12,188,731,964,19.3
3977333714,"4/23/2016",12058,8.06999969482422,1638,0,92,252,724,1068,26.7
3977333714,"4/24/2016",14112,10.0,1655,30,95,129,660,914,49.2
3977333714,"4/25/2016",11177,8.47999954223633,1570,50,9,133,781,973,30.7
3977333714,"4/26/2016",11388,7.61999988555908,1551,7,95,170,797,1069,37.5
3977333714,"4/27/2016",7193,5.03999996185303,1377,0,10,176,714,900,5.4
3977333714,"4/28/2016",7114,4.88000011444092,1407,15,8,190,804,1017,10.8
3977333714,"4/29/2016",10645,7.75,1545,36,32,150,744,962,31.2
3977333714,"4/3/2016",11508,7.69999980926514,1630,29,22,282,748,1081,15.3
3977333714,"4/30/2016",13238,9.19999980926514,1650,43,52,194,687,976,32.9
3977333714,"4/4/2016",11943,7.98999977111816,1648,16,43,297,710,1066,16.6
3977333714,"4/5/2016",12303,8.22999954223633,1649,26,32,291,605,954,16.6
3977333714,"4/6/2016",15425,10.3199996948242,1783,24,45,331,614,1014,17.3
3977333714,"4/7/2016",8422,5.63000011444092,1431,0,81,139,815,1035,36.8
3977333714,"4/8/2016",10226,6.84000015258789,1524,0,101,174,685,960,36.7
3977333714,"4/9/2016",14583,9.76000022888184,1697,35,36,254,697,1022,21.8
3977333714,"5/1/2016",10414,7.07000017166138,1501,41,40,124,691,896,39.5
3977333714,"5/10/2016",13072,8.77999973297119,1630,1,115,196,676,988,37.2
3977333714,"5/2/2016",16520,11.0500001907349,1760,24,143,176,713,1056,48.7
3977333714,"5/3/2016",14335,9.59000015258789,1710,47,41,258,594,940,25.4
3977333714,"5/4/2016",13559,9.4399995803833,1628,14,96,142,852,1104,43.7
3977333714,"5/5/2016",12312,8.57999992370605,1618,14,88,178,680,960,36.4
3977333714,"5/6/2016",11677,8.27999973297119,1590,29,55,168,676,928,33.3
3977333714,"5/7/2016",11550,7.73000001907349,1574,0,86,208,703,997,29.3
3977333714,"5/8/2016",13585,9.09000015258789,1633,9,116,171,688,984,42.2
3977333714,"5/9/2016",14687,10.0799999237061,1667,8,122,151,1159,1440,46.3
4020332650,"3/12/2016",5543,3.97000002861023,2990,0,0,254,757,1011,0.0
4020332650,"3/13/2016",3226,2.30999994277954,2480,0,0,136,771,907,0.0
4020332650,"3/14/2016",3023,2.17000007629395,2570,0,0,145,1005,1150,0.0
4020332650,"3/15/2016",5906,4.23000001907349,3016,0,10,215,874,1099,4.4
4020332650,"3/16/2016",12483,8.98999977111816,3830,25,14,309,599,947,11.2
4020332650,"3/17/2016",8940,6.40999984741211,3706,0,0,47,986,1033,0.0
4020332650,"3/18/2016",368,0.259999990463257,2024,0,0,0,1440,1440,
4020332650,"3/19/2016",5702,4.09000015258789,2980,0,0,0,1440,1440,
4020332650,"3/20/2016",10330,7.40999984741211,3728,0,0,0,1440,1440,
4020332650,"3/21/2016",8778,6.28999996185303,3348,0,0,0,1440,1440,
4020332650,"3/22/2016",6662,4.78000020980835,3162,0,0,0,1440,1440,
4020332650,"3/23/2016",6309,4.51999998092651,3140,0,0,0,1440,1440,
4020332650,"3/24/2016",1951,1.4099999666214,1980,0,0,0,1440,1440,
4020332650,"3/25/2016",5563,3.99000000953674,3681,0,0,0,1440,1440,
4020332650,"3/26/2016",4370,3.13000011444092,3444,0,0,0,1440,1440,
4020332650,"3/27/2016",7144,5.11999988555908,3510,0,0,0,1440,1440,
4020332650,"3/28/2016",2106,1.50999999046326,4010,31,45,75,1289,1440,50.3
4020332650,"3/29/2016",4152,2.98000001907349,2976,0,0,187,1253,1440,0.0
4020332650,"3/30/2016",5400,3.86999988555908,3418,0,0,258,795,1053,0.0
4020332650,"3/31/2016",7428,5.32999992370605,3439,18,33,261,860,1172,16.3
4020332650,"4/1/2016",5351,3.83999991416931,3338,15,17,210,748,990,13.2
4020332650,"4/10/2016",5129,3.6800000667572,2817,5,7,176,1178,1366,6.4
4020332650,"4/11/2016",2993,2.15000009536743,2507,0,0,114,888,1002,0.0
4020332650,"4/12/2016",8539,6.11999988555908,3654,4,15,331,712,1062,5.4
4020332650,"4/13/2016",0,0.0,1981,0,0,0,1440,1440,
4020332650,"4/14/2016",108,0.0799999982118607,2011,0,0,3,1437,1440,0.0
4020332650,"4/15/2016",1882,1.35000002384186,2951,36,18,87,1299,1440,38.3
4020332650,"4/16/2016",1982,1.41999995708466,3051,65,21,55,1222,1363,61.0
4020332650,"4/17/2016",16,0.00999999977648258,1990,0,0,2,1438,1440,0.0
4020332650,"4/18/2016",62,0.0399999991059303,1995,0,0,2,1438,1440,0.0
4020332650,"4/19/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/2/2016",4299,3.09999990463257,2892,3,15,162,752,932,10.0
4020332650,"4/20/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/21/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/22/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/23/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/24/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/25/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/26/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/27/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/28/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/29/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/3/2016",6107,4.38000011444092,3313,0,0,265,776,1041,0.0
4020332650,"4/30/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"4/4/2016",6429,4.59999990463257,3118,0,28,193,741,962,12.7
4020332650,"4/5/2016",6880,4.92999982833862,2966,7,19,165,1249,1440,13.6
4020332650,"4/6/2016",7476,5.3600001335144,3253,0,0,263,920,1183,0.0
4020332650,"4/7/2016",6581,4.71999979019165,3032,0,8,241,1191,1440,3.2
4020332650,"4/8/2016",10480,7.51000022888184,4034,6,37,272,1125,1440,13.7
4020332650,"4/9/2016",7734,5.55000019073486,3264,20,12,223,1185,1440,12.5
4020332650,"5/1/2016",0,0.0,1980,0,0,0,1440,1440,
4020332650,"5/10/2016",5546,3.98000001907349,2926,0,0,206,774,980,0.0
4020332650,"5/11/2016",3689,2.65000009536743,2645,2,8,134,1296,1440,6.9
4020332650,"5/12/2016",590,0.419999986886978,1120,0,0,21,721,742,0.0
4020332650,"5/2/2016",475,0.340000003576279,2207,0,11,31,1350,1392,26.2
4020332650,"5/3/2016",4496,3.22000002861023,2828,0,0,174,950,1124,0.0
4020332650,"5/4/2016",10252,7.34999990463257,3879,13,46,346,531,936,14.6
4020332650,"5/5/2016",11728,8.43000030517578,3429,38,42,196,916,1192,29.0
4020332650,"5/6/2016",4369,3.13000011444092,2704,0,0,177,855,1032,0.0
4020332650,"5/7/2016",6132,4.40000009536743,2975,0,0,184,1256,1440,0.0
4020332650,"5/8/2016",5862,4.19999980926514,3089,0,0,263,775,1038,0.0
4020332650,"5/9/2016",4556,3.26999998092651,2785,3,5,173,1225,1406,4.4
4057192912,"3/12/2016",0,0.0,1777,0,0,0,1440,1440,
4057192912,"3/13/2016",0,0.0,1777,0,0,0,1440,1440,
4057192912,"3/14/2016",8433,6.23000001907349,2453,30,7,135,1268,1440,21.5
4057192912,"3/15/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"3/16/2016",2139,1.55999994277954,1935,0,28,15,1397,1440,65.1
4057192912,"3/17/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"3/18/2016",949,0.689999997615814,1870,0,0,34,1406,1440,0.0
4057192912,"3/19/2016",0,0.0,1777,0,0,0,1440,1440,
4057192912,"3/20/2016",44,0.0299999993294477,1782,0,0,2,1438,1440,0.0
4057192912,"3/21/2016",2660,1.94000005722046,1978,0,0,46,1394,1440,0.0
4057192912,"3/22/2016",5561,4.19000005722046,2296,0,0,169,1271,1440,0.0
4057192912,"3/23/2016",7239,5.34000015258789,2484,7,7,190,1236,1440,6.9
4057192912,"3/24/2016",7,0.00999999977648258,1787,0,0,1,1439,1440,0.0
4057192912,"3/25/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"3/26/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"3/27/2016",2275,1.67999994754791,2005,0,0,86,1354,1440,0.0
4057192912,"3/28/2016",8,0.00999999977648258,1778,0,0,1,1439,1440,0.0
4057192912,"3/29/2016",5137,3.75999999046326,2293,0,0,160,1280,1440,0.0
4057192912,"3/30/2016",5419,4.0,2259,0,0,145,1295,1440,0.0
4057192912,"3/31/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"4/1/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"4/10/2016",3434,2.50999999046326,2101,1,7,108,1324,1440,6.9
4057192912,"4/11/2016",6801,4.98000001907349,2393,0,0,193,1247,1440,0.0
4057192912,"4/12/2016",5394,4.03000020980835,2286,0,0,164,1276,1440,0.0
4057192912,"4/13/2016",5974,4.46999979019165,2306,0,0,160,1280,1440,0.0
4057192912,"4/14/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"4/15/2016",3984,2.95000004768372,1527,3,6,88,873,970,9.3
4057192912,"4/2/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"4/3/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"4/4/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"4/5/2016",0,0.0,1776,0,0,0,1440,1440,
4057192912,"4/6/2016",18,0.00999999977648258,1780,0,0,2,1438,1440,0.0
4057192912,"4/7/2016",4,0.0,1778,0,0,1,1439,1440,0.0
4057192912,"4/8/2016",8426,6.15999984741211,2360,2,120,25,1293,1440,83.0
4057192912,"4/9/2016",1650,1.21000003814697,1952,0,0,60,1380,1440,0.0
4319703577,"3/29/2016",5643,3.78999996185303,1958,3,8,199,683,893,5.2
4319703577,"3/30/2016",9043,6.07000017166138,2141,4,12,244,702,962,6.2
4319703577,"3/31/2016",8144,5.46000003814697,2129,4,17,247,1125,1393,7.8
4319703577,"4/1/2016",9343,6.26999998092651,2216,14,20,268,654,956,11.3
4319703577,"4/12/2016",7753,5.19999980926514,2115,0,0,0,1440,1440,
4319703577,"4/13/2016",8204,5.5,2135,8,15,96,1234,1353,19.3
4319703577,"4/14/2016",10210,6.88000011444092,2302,1,9,339,589,938,2.9
4319703577,"4/15/2016",5664,3.79999995231628,1985,0,0,228,752,980,0.0
4319703577,"4/16/2016",4744,3.1800000667572,1884,0,0,194,724,918,0.0
4319703577,"4/17/2016",29,0.0199999995529652,1464,0,0,3,1363,1366,0.0
4319703577,"4/18/2016",2276,1.54999995231628,1632,1,9,58,824,892,14.7
4319703577,"4/19/2016",8925,5.98999977111816,2200,0,0,311,604,915,0.0
4319703577,"4/2/2016",8405,5.65999984741211,2154,15,4,257,621,897,6.9
4319703577,"4/20/2016",8954,6.01000022888184,2220,0,18,306,671,995,5.6
4319703577,"4/21/2016",3702,2.48000001907349,1792,0,0,34,1265,1299,0.0
4319703577,"4/22/2016",4500,3.01999998092651,1886,1,19,176,709,905,10.2
4319703577,"4/23/2016",4935,3.30999994277954,1945,0,0,233,546,779,0.0
4319703577,"4/24/2016",4081,2.74000000953674,1880,1,5,191,692,889,3.0
4319703577,"4/25/2016",9259,6.21000003814697,2314,0,8,390,544,942,2.0
4319703577,"4/26/2016",9899,6.6399998664856,2236,8,21,288,649,966,9.1
4319703577,"4/27/2016",10780,7.23000001907349,2324,6,47,300,680,1033,15.0
4319703577,"4/28/2016",10817,7.28000020980835,2367,13,8,359,552,932,5.5
4319703577,"4/29/2016",7990,5.3600001335144,2175,6,18,289,624,937,7.7
4319703577,"4/3/2016",8223,5.51999998092651,2178,12,37,257,551,857,16.0
4319703577,"4/30/2016",8221,5.51999998092651,2092,6,38,196,695,935,18.3
4319703577,"4/4/2016",10067,6.76000022888184,2308,5,39,313,578,935,12.3
4319703577,"4/5/2016",8359,5.63000011444092,2201,3,14,311,638,966,5.2
4319703577,"4/6/2016",10946,7.34999990463257,2341,8,51,308,569,936,16.1
4319703577,"4/7/2016",9130,6.15000009536743,2236,7,11,304,668,990,5.6
4319703577,"4/8/2016",6544,4.40999984741211,2069,4,6,276,1132,1418,3.5
4319703577,"5/1/2016",1251,0.839999973773956,1593,0,0,67,836,903,0.0
4319703577,"5/10/2016",9487,6.36999988555908,2260,3,12,329,555,899,4.4
4319703577,"5/11/2016",9129,6.13000011444092,2232,3,18,311,574,906,6.3
4319703577,"5/2/2016",9261,6.23999977111816,2270,0,11,344,585,940,3.1
4319703577,"5/3/2016",9648,6.46999979019165,2235,8,26,287,669,990,10.6
4319703577,"5/4/2016",10429,7.01999998092651,2282,8,13,313,1106,1440,6.3
4319703577,"5/5/2016",13658,9.48999977111816,2530,27,34,328,957,1346,15.7
4319703577,"5/6/2016",9524,6.42000007629395,2266,6,11,314,692,1023,5.1
4319703577,"5/7/2016",7937,5.32999992370605,2158,3,28,279,586,896,10.0
4319703577,"5/8/2016",3672,2.46000003814697,1792,0,0,153,603,756,0.0
4319703577,"5/9/2016",10378,6.96000003814697,2345,2,14,374,490,880,4.1
4388161847,"3/29/2016",0,0.0,1878,0,0,0,1440,1440,
4388161847,"3/30/2016",0,0.0,1878,0,0,0,1440,1440,
4388161847,"3/31/2016",0,0.0,1878,0,0,0,1440,1440,
4388161847,"4/1/2016",0,0.0,1878,0,0,0,1440,1440,
4388161847,"4/12/2016",10122,7.78000020980835,2955,0,0,0,1440,1440,
4388161847,"4/13/2016",10993,8.44999980926514,3092,1,14,150,1275,1440,9.1
4388161847,"4/14/2016",8863,6.82000017166138,2998,10,35,219,945,1209,17.0
4388161847,"4/15/2016",8758,6.73000001907349,3066,0,0,299,837,1136,0.0
4388161847,"4/16/2016",6580,5.05999994277954,3073,6,9,253,609,877,5.6
4388161847,"4/17/2016",4660,3.57999992370605,2572,0,0,201,721,922,0.0
4388161847,"4/18/2016",11009,9.10000038146973,3274,27,8,239,1017,1291,12.8
4388161847,"4/19/2016",10181,7.82999992370605,3015,20,16,249,704,989,12.6
4388161847,"4/2/2016",0,0.0,1878,0,0,0,1440,1440,
4388161847,"4/20/2016",10553,8.11999988555908,3083,19,42,228,696,985,21.1
4388161847,"4/21/2016",10055,7.73000001907349,3069,7,12,272,853,1144,6.5
4388161847,"4/22/2016",12139,9.34000015258789,3544,77,25,220,945,1267,31.7
4388161847,"4/23/2016",13236,10.1800003051758,3306,58,5,215,749,1027,22.7
4388161847,"4/24/2016",10243,7.88000011444092,2885,14,8,239,584,845,8.4
4388161847,"4/25/2016",12961,9.97000026702881,3288,11,31,301,1054,1397,12.2
4388161847,"4/26/2016",9461,7.28000020980835,2929,14,23,224,673,934,14.2
4388161847,"4/27/2016",11193,8.60999965667725,3074,11,48,241,684,984,19.7
4388161847,"4/28/2016",10074,7.75,2969,19,9,234,878,1140,10.7
4388161847,"4/29/2016",9232,7.09999990463257,2979,13,16,236,1175,1440,10.9
4388161847,"4/3/2016",0,0.0,1878,0,0,0,1440,1440,
4388161847,"4/30/2016",12533,9.64000034332275,3283,14,43,300,537,894,16.0
4388161847,"4/4/2016",0,0.0,1878,0,0,0,1440,1440,
4388161847,"4/5/2016",0,0.0,1296,0,0,0,994,994,
4388161847,"5/1/2016",10255,7.8899998664856,2926,12,15,241,579,847,10.1
4388161847,"5/10/2016",10299,7.92000007629395,3061,13,14,267,648,942,9.2
4388161847,"5/11/2016",10201,7.84000015258789,2954,8,18,256,858,1140,9.2
4388161847,"5/12/2016",3369,2.58999991416931,1623,0,0,108,825,933,0.0
4388161847,"5/2/2016",10096,8.39999961853027,3147,33,4,204,935,1176,15.4
4388161847,"5/3/2016",12727,9.78999996185303,3290,18,18,306,984,1326,10.5
4388161847,"5/4/2016",12375,9.52000045776367,3162,35,21,251,632,939,18.2
4388161847,"5/5/2016",9603,7.38000011444092,2899,12,39,199,896,1146,20.4
4388161847,"5/6/2016",13175,10.1300001144409,3425,33,45,262,1100,1440,22.9
4388161847,"5/7/2016",22770,17.5400009155273,4022,120,56,260,508,944,40.4
4388161847,"5/8/2016",17298,14.3800001144409,3934,107,38,178,576,899,44.9
